sensor,band,lat,lon,date,target_path,mode,img_mean,mode_id,is_forest,lat_cat,lon_cat,cv
Deforestation,,-3.95,-55.08,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2018_08_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2018_06_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2019_08_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2017_08_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2019_07_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2017_07_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2016_08_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2021_08_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2020_06_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2021_05_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.95,-55.08,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.08_-3.95_2020_08_01.tiff,train,0.0,0,True,-31,-440,4
Deforestation,,-3.55,-54.98,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2021_05_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2016_08_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2021_08_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2019_07_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2018_08_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2017_07_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2019_08_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2017_08_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2018_06_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2020_06_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.55,-54.98,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.98_-3.55_2020_08_01.tiff,train,0.0,0,True,-28,-439,3
Deforestation,,-3.67,-54.58,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2021_05_01.tiff,train,0.375946044921875,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2019_08_01.tiff,train,0.2009735107421875,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2020_06_01.tiff,train,0.2903594970703125,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2021_08_01.tiff,train,0.3593292236328125,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2018_08_01.tiff,train,0.2060699462890625,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2018_06_01.tiff,train,0.1818084716796875,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2019_07_01.tiff,train,0.272613525390625,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2017_08_01.tiff,train,0.1425628662109375,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2017_07_01.tiff,train,0.1209716796875,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2020_08_01.tiff,train,0.2810821533203125,0,False,-29,-436,0
Deforestation,,-3.67,-54.58,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.58_-3.67_2016_08_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.61,-54.62,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2018_08_01.tiff,train,0.0090179443359375,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2017_07_01.tiff,train,0.0037384033203125,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2021_05_01.tiff,train,0.1507568359375,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2018_06_01.tiff,train,0.004425048828125,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2019_07_01.tiff,train,0.0117645263671875,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2021_08_01.tiff,train,0.1398162841796875,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2020_06_01.tiff,train,0.010162353515625,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2016_08_01.tiff,train,0.0092620849609375,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2017_08_01.tiff,train,0.028717041015625,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2019_08_01.tiff,train,0.0082244873046875,0,False,-28,-436,1
Deforestation,,-3.61,-54.62,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.61_2020_08_01.tiff,train,0.1186981201171875,0,False,-28,-436,1
Deforestation,,-4.33,-55.02,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2019_07_01.tiff,train,0.011993408203125,0,False,-34,-440,1
Deforestation,,-4.33,-55.02,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2021_05_01.tiff,train,0.0141448974609375,0,False,-34,-440,1
Deforestation,,-4.33,-55.02,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2017_08_01.tiff,train,0.0086822509765625,0,False,-34,-440,1
Deforestation,,-4.33,-55.02,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2018_06_01.tiff,train,0.0126953125,0,False,-34,-440,1
Deforestation,,-4.33,-55.02,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2018_08_01.tiff,train,0.0154876708984375,0,False,-34,-440,1
Deforestation,,-4.33,-55.02,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2020_08_01.tiff,train,0.0101776123046875,0,False,-34,-440,1
